Title,Latitude,Longitude,Region,Country,Zone Type,Zone Specialization,Management Type,Management Company,SEZ Framework,Nearest Airport,Nearest Airport Distance (km),airportlat,airportlong,Capital City,Capital City Distance (km),capitallat,capitallong,Nearest Port,Nearest Port Distance (km),Note,URL,Populous City,Populous City Distance (km),portlat,portlong,Size (Hectares),size_class,Source,Status,ID,Created,Created By,Modified,Modified By
"Economic Development Zone of Li County","29.64216","111.7331","East Asia","China","Diversified Zone","N/A","Public","Hunan Lixian Hi-tech Industrial Development Zone Management Committee","It was approved by the provincial government in March 2003. The development zone was originally named ""Liyang Chengtoushan Tourism Economic Development Zone"". The development zone is located on the west side of the planning area of the county seat.","Changde Airport","81","28.9188995","111.6399994","Beijing","1,221.2","39.9289","116.3883","Wuhan","265.3","Provincial Level Economic Development Zone","https://baike.baidu.com/item/Ã¦Â¹â€“Ã¥Ââ€”Ã¦Â¾Â§Ã¥Å½Â¿Ã§Â»ÂÃ¦ÂµÅ½Ã¥Â¼â‚¬Ã¥Ââ€˜Ã¥Å’Âº/1556804?fr=aladdin","Jinshi","11.5","30.56483","114.2735","624","5",,"Active","578","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Tongshan Economic Development Zone","34.20162","117.2149","East Asia","China","Diversified Zone","N/A","Public","Working Committee of Tongshan Economic Development Zone","General Plan of Jiangsu Tongshan Economic Development Zone","Xuzhou Guanyin Airport","35.2","34.059056","117.555278","Beijing","641.8","39.9289","116.3883","Nanjing","274.1","Jiangsu Tongshan Economic Development Zone, founded in June 2016, is a provincial economic development zone based on Xuzhou Circular Economy Industrial Park. It is located in Liguo Town, Tongshan District, Xuzhou City, Jiangsu Province, with a planned area of 6.25 square kilometers","https://mbd.baidu.com/ma/s/dfpPj3Kl","Tongshan","9.3","32.08723","118.7227","625","5",,"Active","579","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Wuyi Economic Development Zone","37.77589","115.8677","East Asia","China","Diversified Zone","N/A","Public","Wuyi Economic Development Management Committee","In April 2003, the provincial government approved the establishment","Shijiazhuang Daguocun International Airport","117","38.2807007","114.6969986","Beijing","243.9","39.9289","116.3883","Tianjinxingang","186.3","Provincial Level Economic Development Zone","https://hebei.zhaoshang.net/yuanqu/detail/12104/?utm_source=SEM-baidu-PC&utm_medium=cpc&utm_campaign=%E5%AE%9E%E4%BD%93-%E6%B2%B3%E5%8C%97&utm_content=%E5%9B%AD%E5%8C%BA-%E6%8B%9B%E5%95%86%E7%BD%91&utm_term=%E6%B2%B3%E5%8C%97%E6%AD%A6%E9%82%91%E5%BC%80%E5","Hengshui","16","39.07203","117.2197","639","5",,"Active","580","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Liupanshan Industrial Park, Longde County","35.62626","106.0888","East Asia","China","Diversified Zone","N/A","Public","Liupanshan Industrial Park, Longde County Management Committee","On November 6, 2012, the People's Government of the Autonomous Region approved the construction of
Liupanshan Industrial Park in Longde County","Tianshui Maijishan Airport","120.6","34.5593987","105.8600006","Beijing","1,024.1","39.9289","116.3883","Wuhan","948.1","Provincial Level Economic Development Zone","http://www.nxld.gov.cn/zjld/zsyz/yqjs/202001/t20200121_1928826.html","Pingliang","54.6","30.56483","114.2735","639","5",,"Active","581","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Xinjiang Huocheng Economic Development Zone","44.05359","80.87418","East Asia","China","Diversified Zone","N/A","Public","Huocheng County Qingshuihe Economic and Technological Development Zone Management Committee","In May 1992, Qingshuihe Economic and Technological Development Zone was established with the approval of the People's Government of Kazak Autonomous Prefecture of Yili.","Aksu Airport","314.3","41.262501","80.291702","Beijing","2,950.7","39.9289","116.3883","Balykchy","422.9","Provincial Level Economic Development Zone","https://baike.baidu.com/item/Ã¦Â¸â€¦Ã¦Â°Â´Ã¦Â²Â³Ã§Â»ÂÃ¦ÂµÅ½Ã¦Å â‚¬Ã¦Å“Â¯Ã¥Â¼â‚¬Ã¥Ââ€˜Ã¥Å’Âº/4395294?fr=aladdin","Ghulja","41.8","42.43967","76.15173","640","5",,"Active","582","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Cili Industrial Concentration Zone","29.4388","111.1714","East Asia","China","Diversified Zone","N/A","Public","Cili County Industrial Park - Management Committee","Founded in 2003, Cili Industrial Park is a municipal industrial park approved by Zhangjiajie Municipal People's Government","Changde Airport","73.6","28.9188995","111.6399994","Beijing","1,261","39.9289","116.3883","Wuhan","324.2","Provincial Level Economic Development Zone","http://cili.zjj.gov.cn/c9772/20200608/i555788.html","Changde","67.2","30.56483","114.2735","642","5",,"Active","583","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Linxi Bearing Industrial Park","36.88239","115.5215","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Linxi Bearing Industrial Park","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Handan Airport","105.6","36.5258333","114.4255556","Beijing","347.5","39.9289","116.3883","Tianjinxingang","285.7","Provincial Level Economic Development Zone","https://hebei.zhaoshang.net/yuanqu/detail/3187","Qingnian","14.6","39.07203","117.2197","648","5",,"Active","584","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Deyang-Aba Ecological Economic Industrial Park","31.43761","104.1928","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Deyang-Aba Ecological Economic Industrial Park","In order to implement the spirit of the working meeting of the Central Committee and the Tibetan Area of the Provincial Party Committee and the request of the provincial Party Committee and the provincial government to assist the Tibetan work, the Party c","Mianyang Airport","52.1","31.4281006","104.7409973","Beijing","1,449.9","39.9289","116.3883","Wuzhou","1,131.6","Provincial Level Economic Development Zone","http://dacyyq.abazhou.gov.cn/dagyyq/index.shtml","Deyang","39.2","23.47333","111.3225","648","5",,"Active","585","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Chahar Industrial Park","40.95193","113.1867","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Chahar Industrial Park","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Ulanqab Jining Airport","20.9","41.129722","113.108056","Beijing","294.2","39.9289","116.3883","Tianjin","397.7","Provincial Level Economic Development Zone","http://che.wulanchabu.gov.cn/","Jining","12.5","39.12793","117.1993","656","5",,"Active","586","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Yanting Economic Development Zone","31.19697","105.423","East Asia","China","Diversified Zone","N/A","Public","Yanting Economic Development Zone Management Committee","On July 4, 2014, the provincial people's government of salt booth set up sichuan economic
development zone ""(sichuan FuHan [2014] no. 127), according to the State
Council has approved the areas hit hardest by the wenchuan earthquake in
sichuan province to","Mianyang Airport","69.8","31.4281006","104.7409973","Beijing","1,387.5","39.9289","116.3883","Wuzhou","1,038.6","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%9B%9B%E5%B7%9D%E7%9B%90%E4%BA%AD%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/14822160?fr=aladdin","Langzhong","66.6","23.47333","111.3225","660","5",,"Active","587","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Lishu Economic Development Zone","43.32839","124.3916","East Asia","China","Diversified Zone","N/A","Public","Lishu Economic Development Zone Management Committee","In October 2005, Jilin Provincial government development office approved the establishment of","Longjia Airport","128","43.9962006","125.6849976","Beijing","765.5","39.9289","116.3883","Yingkou","342.2","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E6%A2%A8%E6%A0%91%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/9121436?fr=aladdin","Siping","18.3","40.68923","122.2701","664","5",,"Active","588","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Xinfeng Industrial Park","25.43818","114.9236","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Xinfeng Industrial Park","It was founded in September 2001","Jinggangshan Airport","159","26.8568993","114.7369995","Beijing","1,618.9","39.9289","116.3883","Shantou","292","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E6%B1%9F%E8%A5%BF%E7%9C%81%E4%BF%A1%E4%B8%B0%E5%B7%A5%E4%B8%9A%E5%9B%AD%E5%8C%BA/2167360?fr=aladdin","Ganzhou","53.7","23.34873","116.6653","667","5",,"Active","589","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jizhou District Economic Development Zone","39.98344","117.4228","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Jizhou District Economic Development Zone","In June 1992, it was approved by Tianjin Municipal People's Government","Beijing Capital International Airport","72.2","40.080101","116.5849991","Beijing","88.5","39.9289","116.3883","Tianjin","97.1","Municipal Level Economic Development Zone","https://baike.baidu.com/item/%E8%93%9F%E5%8E%BF%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/1251035?fr=aladdin","Langfang","81.8","39.12793","117.1993","668","5",,"Active","590","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jiansanjiang Economic Development Zone","47.25909","132.6437","East Asia","China","Diversified Zone","N/A","Public","Jiansanjiang Economic Development Zone Management Committee","Approved by the provincial government in 2001, it is fully called ""Heilongjiang
Jiansanjiang Green Industry Economic and Technological Development
Zone"".","Jiansanjiang Airport","16.6","47.11","132.660278","Beijing","1,539.2","39.9289","116.3883","Vladivostok","462.5","Provincial Level Economic Development Zone","https://hlj.zhaoshang.net/yuanqu/detail/6242","Fujin","47.1","43.13783","131.8959","670","5",,"Active","591","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Fuyang High-tech Industrial Development Zone","37.26757","114.8675","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Xingtai High-tech Industrial Development Zone","Unavailable","Handan Airport","91.5","36.5258333","114.4255556","Beijing","324.4","39.9289","116.3883","Tianjin","290.7","On October 19, 2018, the People's Government of Hebei Province agreed to change the name of Hebei Xingtai Fuyang High-tech Industrial Development Zone to Hebei Xingtai High-tech Industrial Development Zone. https://baike.baidu.com/item/%E6%B2%B3%E5%8C%97%E9%82%A2%E5%8F%B0%E9%AB%98%E6%96%B0%E6%8A%80%E6%9C%AF%E4%BA%A7%E4%B8%9A%E5%BC%80%E5%8F%91%E5%8C%BA/22995215?fr=aladdin","http://xingtai.gov.cn/zwgk/czyjszl/bmys/kfqwyh/","Xingtai","40.6","39.12793","117.1993","691","5",,"Active","592","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Zhangbei Economic Development Zone","41.17351","114.7568","East Asia","China","Diversified Zone","N/A","Public","Zhangbei Economic Development Zone Management Committee","It was established in June 2007, and in July 2011, Hebei Provincial People's Government officially
approved it as a provincial economic development zone","Zhangjiakou Ningyuan Airport","50.6","40.7386017","114.9300003","Beijing","195.5","39.9289","116.3883","Tianjin","308.3","Provincial Level Economic Development Zone","https://hebei.zhaoshang.net/yuanqu/detail/3344","Zhangjiakou","40.9","39.12793","117.1993","699","5",,"Active","593","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Chaling Economic Development Zone","26.76545","113.5381","East Asia","China","Diversified Zone","N/A","Public","Chaling Economic Development Zone Management Committee","In 1994, it was approved as a provincial economic development zone by the provincial
government","Yichun Mingyueshan Airport","138.2","27.8025","114.3062","Beijing","1,488.9","39.9289","116.3883","Jiujiang","402.6","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E6%B9%96%E5%8D%97%E8%8C%B6%E9%99%B5%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/3135578?fr=aladdin","Tangdong","93.4","29.69113","115.9523","700","5",,"Active","594","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Gushi County Industrial Cluster","32.2028","115.6481","East Asia","China","Diversified Zone","N/A","Public","Gushi County Industrial Cluster Management Committee","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Fuyang Xiguan Airport","76.1","32.882157","115.734364","Beijing","862.6","39.9289","116.3883","Wuhan","224.3","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%9B%BA%E5%A7%8B%E5%8E%BF%E4%BA%A7%E4%B8%9A%E9%9B%86%E8%81%9A%E5%8C%BA%E4%BA%A7%E4%B8%9A%E9%9B%86%E7%BE%A4%E5%9F%B9%E8%82%B2%E5%AE%9E%E6%96%BD%E6%96%B9%E6%A1%88/13345333?fr=aladdin","Fuyang","79.3","30.56483","114.2735","700","5",,"Active","595","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Tuquan Circular Economy Industrial Park","45.3638","121.6051","East Asia","China","Diversified Zone","N/A","Public","Tuquan Circular Economy Industrial Park Management Committee","In 2011, it was upgraded to a municipal-level industrial park. In 2011, it was approved by
the people's government of the Autonomous Region as a region-level industrial
park","Tongliao Airport","206.6","43.556702","122.199997","Beijing","740.2","39.9289","116.3883","Yingkou","523.2","Provincial Level Economic Development Zone","https://nm.zhaoshang.net/yuanqu/detail/12036","Ulanhot","87.9","40.68923","122.2701","702","5",,"Active","596","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Meizhou Economic Development Zone","24.28669","116.1735","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Meizhou Economic Development Zone","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Jieyang Chaoshan International Airport","88.4","23.552","116.5033","Beijing","1,741.4","39.9289","116.3883","Shantou","115.8","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%B9%BF%E4%B8%9C%E6%A2%85%E5%B7%9E%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/1143461?fr=aladdin","Meizhou","5.6","23.34873","116.6653","706","5",,"Active","597","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Wuqiao Economic Development Zone","37.62994","116.4029","East Asia","China","Diversified Zone","N/A","Public","Wuqiao Economic Development Zone Management Committee","It was established in 1993 and implemented the ""second start"" in 2003. It is one of the
first provincial-level economic and technological development zones approved
by the provincial government.","Yaoqiang Airport","112.2","36.8572006","117.2160034","Beijing","255.9","39.9289","116.3883","Xingang","190.3","Provincial Level Economic Development Zone","http://y5305.y.zhaoshang800.com/","Dezhou","22","38.9906","117.72135","711","5",,"Active","598","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Liyang Tianmuhu Holiday Resort","31.32435","119.4522","East Asia","China","Diversified Zone","N/A","Public","Liyang Tianmuhu Holiday Resort Management Committee","In July 1994, it was approved as a provincial tourist resort by Jiangsu Provincial people's
government","Nanjing Lukou Airport","72.8","31.7420006","118.8619995","Beijing","997","39.9289","116.3883","Jiangyin","96.6","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%A4%A9%E7%9B%AE%E6%B9%96%E6%97%85%E6%B8%B8%E5%BA%A6%E5%81%87%E5%8C%BA/6635639?fr=aladdin","Changzhou","70.6","31.91133","120.2031","725","5",,"Active","599","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Tieling High-tech Industrial Development Zone","42.12409","123.6281","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Tieling High-tech Industrial Development Zone","Established in December 2005","Taoxian Airport","55.2","41.639801","123.4830017","Beijing","655","39.9289","116.3883","Yingkou","195.9","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E9%93%81%E5%B2%AD%E5%B8%82%E9%AB%98%E6%96%B0%E6%8A%80%E6%9C%AF%E4%BA%A7%E4%B8%9A%E5%BC%80%E5%8F%91%E5%8C%BA/1488946?fromtitle=%E9%93%81%E5%B2%AD%E9%AB%98%E6%96%B0%E6%8A%80%E6%9C%AF%E4%BA%A7%E4%B8%9A%E5%BC%80%E5%8F%91%E5%8C%BA","Tieling","25.2","40.68923","122.2701","725","5",,"Active","600","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Hengdong Economic Development Zone","27.00327","112.8212","East Asia","China","Diversified Zone","N/A","Public","Hengdong Economic Development Management Committee","Founded in 1992, the original site in the northwest of Hengdong County Xintang Town, formerly
known as HengDong Xintang Economic Development Zone, in 2006 was renamed
hengdong County industrial park, upgraded to the level of units, and approved
by the Nat","Changsha Huanghua International Airport","137.8","28.1891995","113.2200012","Beijing","1,476.2","39.9289","116.3883","Jiujiang","428.5","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E8%A1%A1%E4%B8%9C%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/19380735?fr=aladdin","Hengyang","26.7","29.69113","115.9523","726","5",,"Active","601","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Nanchong Economic Development Zone","30.71591","106.1152","East Asia","China","Diversified Zone","N/A","Public","Nanchong Economic Development Zone Management Committee","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Chongqing Jiangbei International Airport","122","29.7192001","106.6419983","Beijing","1,384.6","39.9289","116.3883","Wuzhou","956.9","Provincial Level Economic Development Zone","http://jjkfq.nanchong.gov.cn/a/zjjk/gk/2016/1223/6493.html","Suining","59.3","23.47333","111.3225","726","5",,"Active","602","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Industrial Transfer Industrial Park, Heshan City","22.61109","112.8672","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Industrial Transfer Industrial Park in Heshan city, Guangdong Province","According to the guangdong province economic and information committee about include China development zone audit announcement directory (2018 edition) of industrial agglomeration to confirm for the provincial industry transfer of industrial park ""(yue th","Foshan Shadi Airport","56.5","23.0832996","113.0699997","Beijing","1,956.3","39.9289","116.3883","Jiangmen","25.2","Provincial Level Economic Development Zone","https://www.sohu.com/a/239145959_99908715","Jiangmen","22.1","22.60153","113.1121","726","5",,"Active","603","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Changchun LvYuan Economic Development Zone","43.94424","125.1855","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Changchun LvYuan Economic Development Zone","It was founded on June 30, 2003","Longjia Airport","40.4","43.9962006","125.6849976","Beijing","854","39.9289","116.3883","Yingkou","434.5","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E9%95%BF%E6%98%A5%E7%BB%BF%E5%9B%AD%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/1148128?fr=aladdin","Changchun","15.2","40.68923","122.2701","730","5",,"Active","604","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Yitong Manchu Autonomous County Economic Development Zone","43.35675","125.3086","East Asia","China","Diversified Zone","N/A","Public","Management Committee of","On April 22, 2020, according to the ""Reply of Jilin Provincial People's Government on approving the promotion of Yitong Manchu Autonomous County Economic Development Zone to provincial development Zone"" (Ji Zheng Letter [2020] No. 35), it was agreed to up","Longjia Airport","77.4","43.9962006","125.6849976","Beijing","833.8","39.9289","116.3883","Yingkou","388.9","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%90%89%E6%9E%97%E4%BC%8A%E9%80%9A%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/50004498?fr=aladdin","Liaoyuan","52.9","40.68923","122.2701","733","5",,"Active","605","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Shangdan Circular Industrial Economic Park","33.85017","109.9728","East Asia","China","Diversified Zone","N/A","Public","Management committee","In April 2009, Shaanxi Provincial government approved it as a provincial industrial economic
park","Xi'an Xianyang International Airport","130.6","34.447102","108.751999","Beijing","885","39.9289","116.3883","Wuhan","545.6",,"https://baike.baidu.com/item/%E5%95%86%E4%B8%B9%E5%BE%AA%E7%8E%AF%E5%B7%A5%E4%B8%9A%E7%BB%8F%E6%B5%8E%E5%9B%AD%E5%8C%BA/9975185","Weinan","84.5","30.56483","114.2735","734","5",,"Active","606","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Fengning Economic Development Zone","41.17321","116.6638","East Asia","China","Diversified Zone","N/A","Public","Fengning Economic Development Zone Management Committee","It was built in 2013.","Beijing Capital International Airport","121.9","40.080101","116.5849991","Beijing","140.5","39.9289","116.3883","Tianjin","232.2","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E4%B8%B0%E5%AE%81%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/19178797?fr=aladdin","Changping","112.8","39.12793","117.1993","739","5",,"Active","607","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Heilongjiang Fuyun Industrial Park","46.94904","89.54088","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Fuyun Industrial Park","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Fuyun Koktokay Airport","16.3","46.804169","89.512006","Beijing","2,292.9","39.9289","116.3883","Port Of Oskemen","607.6","Provincial Level Economic Development Zone","https://www.xuannaer.com/yuanqu/detail/54031","Koktokay","8","49.94178","82.65294","741","5",,"Active","608","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Chuanying Economic Development Zone","43.87637","126.518","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Chuanying Economic Development Zone","Founded on November 29, 2002","Longjia Airport","68.1","43.9962006","125.6849976","Beijing","946.4","39.9289","116.3883","Chongjin","355.5","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E8%88%B9%E8%90%A5%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/16052234?fr=aladdin","Jilin","3.9","41.74453","129.7599","751","5",,"Active","609","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jintang Industrial Park","30.86511","104.4171","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Jintang Industrial Park","It was founded in 2005","Chengdu Shuangliu International Airport","55.2","30.5785008","103.9469986","Beijing","1,480","39.9289","116.3883","Wuzhou","1,069.4","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E9%87%91%E5%A0%82%E5%B7%A5%E4%B8%9A%E5%9B%AD%E5%8C%BA/1415793?fr=aladdin","Deyang","29.9","23.47333","111.3225","751","5",,"Active","610","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Nanhai High-tech Industrial Development Zone","23.14805","113.0346","East Asia","China","Diversified Zone","N/A","Public","Nanhai High-tech Industrial Development Zone Management Committee","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Foshan Shadi Airport","8.1","23.0832996","113.0699997","Beijing","1,894.6","39.9289","116.3883","Guangzhou","26.9","Provincial Level Economic Development Zone","http://y9001.y.zhaoshang800.com/","Foshan","15.8","23.10743","113.2933","754","5",,"Active","611","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Songxi Economic Development Zone","27.55085","118.8067","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Songxi Economic Development Zone","In August 2011, Fujian Songxi Economic Development Zone was approved by the provincial government to be included in the management of provincial development zone","Nanping Wuyishan Airport","81.2","27.7019","118.000999","Beijing","1,395.8","39.9289","116.3883","Fuzhou","174.4","Provincial Level Economic Development Zone","https://fj.zhaoshang.net/yuanqu/detail/2602/intro","Fu’an","96.6","26.04653","119.2983","776","5",,"Active","612","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Akto Jiangxi Industrial Park","39.09317","75.57881","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Akto Jiangxi Industrial Park","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Kashgar Airport","62.8","39.5429001","76.0199966","Beijing","3,475.2","39.9289","116.3883","Balykchy","375.7","Provincial Level Economic Development Zone","https://xj.zhaoshang.net/yuanqu/detail/14181","Kashgar","54.4","42.43967","76.15173","798","5",,"Active","613","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Fuyu Industrial Concentration Zone","44.99399","126.0682","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Fuyu Industrial Concentration Zone","Established in November 2005","Taiping Airport","71.5","45.6234016","126.25","Beijing","973.5","39.9289","116.3883","Chongjin","469","Provincial Level Economic Development Zone","http://sw.jlsy.gov.cn/yqjs/sjgykfq/201809/t20180919_232369.html","Shuangcheng","43","41.74453","129.7599","800","5",,"Active","614","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Huiyang Economic Development Zone","22.89185","114.4882","East Asia","China","Diversified Zone","N/A","Public","Administrative Committee of Huizhou Economic Development Zone, Guangdong Province","It was established in 1992, approved by the provincial government in 1997 as a provincial development zone, and passed the national examination in 2006. The name was changed from ""Huiyang Sanhe Economic Development Pilot Zone"" to ""Huizhou Economic Develop","Huizhou Airport","21","23.0499992","114.5999985","Beijing","1,905","39.9289","116.3883","Yantian","42.2","Provincial Level Economic Development Zone","https://baike.baidu.com/item/Ã¥Â¹Â¿Ã¤Â¸Å“Ã¦Æ’Â Ã¥Â·Å¾Ã¦Æ’Â Ã©ËœÂ³Ã§Â»ÂÃ¦ÂµÅ½Ã¥Â¼â‚¬Ã¥Ââ€˜Ã¥Å’Âº/1143551?fr=aladdin","Huizhou","22.8","22.57643","114.2607","800","5",,"Active","615","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Chibi Economic Development Zone","29.75274","113.9734","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Chibi Economic Development Zone","It was established in July 2004","Wuhan Tianhe International Airport","117","30.7838","114.208","Beijing","1,154","39.9289","116.3883","Wuhan","94.9","Provincial Level Economic Development Zone","http://julizmt.yswebportal.cc/","Puqi","9.7","30.56483","114.2735","800","5",,"Active","616","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Yuan'an Industrial Park","31.06664","111.6288","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Yuan'an Industrial Park","It was established in March 2006","Yichang Sanxia Airport","58.5","30.55655","111.479988","Beijing","1,076.3","39.9289","116.3883","Wuhan","258.9","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E6%B9%96%E5%8C%97%E8%BF%9C%E5%AE%89%E5%B7%A5%E4%B8%9A%E5%9B%AD/16507305?fr=aladdin","Xiaoxita","52.7","30.56483","114.2735","800","5",,"Active","617","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
